Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time,CH2 Voltage,CH2 Current,CH2 Time
1,1,1,-60.00000E+000,-85.67300E-009,22.41400E-003,19.99993E+000,182.23700E-009,22.41400E-003
1,1,2,-59.99980E+000,-70.18730E-009,51.09300E-003,17.99999E+000,28.00300E-009,51.09300E-003
1,1,3,-60.00000E+000,-173.54100E-009,92.66600E-003,16.00002E+000,72.95800E-009,92.66600E-003
1,1,4,-60.00000E+000,-153.23400E-009,107.95700E-003,14.00002E+000,276.36400E-009,107.95700E-003
1,1,5,-60.00000E+000,-126.97400E-009,124.01900E-003,11.99999E+000,269.56900E-009,124.01900E-003
1,1,6,-60.00000E+000,-144.75000E-009,161.60900E-003,9.99993E+000,201.05700E-009,161.60900E-003
1,1,7,-60.00010E+000,-148.57600E-009,199.73400E-003,7.99998E+000,107.20300E-009,199.73400E-003
1,1,8,-60.00000E+000,-97.69000E-009,237.45700E-003,5.99997E+000,-34.39900E-009,237.45700E-003
1,1,9,-60.00000E+000,-97.16800E-009,275.65400E-003,3.99991E+000,-75.37000E-009,275.65400E-003
1,1,10,-60.00000E+000,-75.12470E-009,306.14700E-003,1.99998E+000,232.08600E-009,306.14700E-003
1,1,11,-60.00010E+000,-66.51250E-009,362.20400E-003,-90.50000E-006,153.56600E-009,362.20400E-003
1,1,12,-60.00000E+000,-46.92470E-009,460.10300E-003,-2.00005E+000,29.12200E-009,460.10300E-003
1,1,13,-60.00000E+000,-36.05590E-009,491.64300E-003,-3.99997E+000,-40.92200E-009,491.64300E-003
1,1,14,-60.00000E+000,-45.83710E-009,575.92400E-003,-6.00003E+000,-148.30700E-009,575.92400E-003
1,1,15,-60.00000E+000,-94.51080E-009,608.14000E-003,-7.99993E+000,82.20300E-009,608.14000E-003
1,1,16,-60.00000E+000,-186.39000E-009,657.64500E-003,-10.00005E+000,-136.42200E-009,657.64500E-003
1,1,17,-60.00000E+000,-317.81800E-009,673.44400E-003,-11.99995E+000,-190.48800E-009,673.44400E-003
1,1,18,-60.00000E+000,-504.57900E-009,711.41300E-003,-13.99995E+000,-75.57200E-009,711.41300E-003
1,1,19,-60.00000E+000,-725.46600E-009,726.42200E-003,-15.99996E+000,99.83000E-009,726.42200E-003
1,1,20,-60.00000E+000,-994.77800E-009,740.95000E-003,-18.00015E+000,-37.18000E-009,740.95000E-003
1,1,21,-60.00000E+000,-1.31485E-006,765.37900E-003,-20.00001E+000,141.57000E-009,765.37900E-003
1,1,22,-60.00000E+000,-1.66698E-006,782.88700E-003,-22.00010E+000,70.58600E-009,782.88700E-003
1,1,23,-60.00000E+000,-2.05989E-006,799.49600E-003,-24.00010E+000,-84.38200E-009,799.49600E-003
1,1,24,-60.00000E+000,-2.49039E-006,816.01100E-003,-26.00010E+000,-211.61600E-009,816.01100E-003
1,1,25,-60.00000E+000,-2.92999E-006,852.75400E-003,-28.00000E+000,-118.08300E-009,852.75400E-003
1,1,26,-60.00000E+000,-3.41889E-006,869.33900E-003,-30.00000E+000,12.40500E-009,869.33900E-003
1,1,27,-60.00000E+000,-3.90439E-006,909.86500E-003,-31.99990E+000,14.95800E-009,909.86500E-003
1,1,28,-60.00000E+000,-4.41676E-006,948.71400E-003,-34.00010E+000,62.58700E-009,948.71400E-003
1,1,29,-60.00000E+000,-4.96586E-006,984.45800E-003,-36.00010E+000,162.82100E-009,984.45800E-003
1,1,30,-60.00000E+000,-5.57719E-006,1.00095E+000,-38.00010E+000,25.67400E-009,1.00095E+000
1,1,31,-60.00000E+000,-6.21863E-006,1.01676E+000,-40.00010E+000,-165.74600E-009,1.01676E+000
1,1,32,-60.00000E+000,-6.72844E-006,1.08973E+000,-42.00000E+000,19.42200E-009,1.08973E+000
1,1,33,-60.00000E+000,-7.36519E-006,1.12939E+000,-43.99990E+000,30.71800E-009,1.12939E+000
1,1,34,-60.00000E+000,-8.08282E-006,1.14554E+000,-46.00010E+000,150.57900E-009,1.14554E+000
1,1,35,-60.00000E+000,-8.74233E-006,1.18421E+000,-48.00010E+000,158.16400E-009,1.18421E+000
1,1,36,-60.00000E+000,-9.42275E-006,1.22304E+000,-50.00010E+000,129.95800E-009,1.22304E+000
1,1,37,-60.00000E+000,-10.20140E-006,1.23994E+000,-52.00020E+000,-15.29400E-009,1.23994E+000
1,1,38,-60.00000E+000,-10.87100E-006,1.28199E+000,-54.00000E+000,102.25700E-009,1.28199E+000
1,1,39,-60.00000E+000,-11.68070E-006,1.29866E+000,-56.00010E+000,-80.04100E-009,1.29866E+000
1,1,40,-60.00000E+000,-12.48770E-006,1.31623E+000,-58.00010E+000,-163.48700E-009,1.31623E+000
1,1,41,-60.00000E+000,-13.33270E-006,1.32595E+000,-60.00000E+000,86.20000E-009,1.32595E+000
1,1,42,-60.00000E+000,-13.17510E-006,1.35287E+000,-59.99990E+000,-124.23600E-009,1.35287E+000
1,1,43,-60.00000E+000,-12.21130E-006,1.36877E+000,-57.99990E+000,70.21900E-009,1.36877E+000
1,1,44,-60.00000E+000,-11.29670E-006,1.38727E+000,-56.00000E+000,129.48000E-009,1.38727E+000
1,1,45,-60.00000E+000,-10.42830E-006,1.40460E+000,-54.00000E+000,186.60200E-009,1.40460E+000
1,1,46,-60.00000E+000,-9.59880E-006,1.42049E+000,-52.00010E+000,46.96700E-009,1.42049E+000
1,1,47,-60.00000E+000,-8.80630E-006,1.43676E+000,-50.00010E+000,-115.65200E-009,1.43676E+000
1,1,48,-60.00000E+000,-8.06410E-006,1.45752E+000,-48.00000E+000,-104.60300E-009,1.45752E+000
1,1,49,-60.00000E+000,-7.34125E-006,1.47547E+000,-46.00000E+000,-155.51000E-009,1.47547E+000
1,1,50,-60.00000E+000,-6.65011E-006,1.49122E+000,-44.00000E+000,-46.57200E-009,1.49122E+000
1,1,51,-60.00000E+000,-5.99250E-006,1.50773E+000,-42.00000E+000,125.48000E-009,1.50773E+000
1,1,52,-60.00000E+000,-5.37017E-006,1.52540E+000,-40.00000E+000,189.45600E-009,1.52540E+000
1,1,53,-60.00000E+000,-4.80732E-006,1.57569E+000,-38.00010E+000,-168.45800E-009,1.57569E+000
1,1,54,-60.00000E+000,-4.23940E-006,1.59089E+000,-35.99990E+000,-30.94800E-009,1.59089E+000
1,1,55,-60.00000E+000,-3.70589E-006,1.60602E+000,-34.00000E+000,191.44600E-009,1.60602E+000
1,1,56,-60.00000E+000,-3.21997E-006,1.64099E+000,-32.00010E+000,70.13400E-009,1.64099E+000
1,1,57,-60.00000E+000,-2.75810E-006,1.65993E+000,-30.00010E+000,34.79800E-009,1.65993E+000
1,1,58,-60.00000E+000,-2.33726E-006,1.69842E+000,-28.00010E+000,-63.14200E-009,1.69842E+000
1,1,59,-60.00000E+000,-1.94410E-006,1.71522E+000,-26.00000E+000,-137.22500E-009,1.71522E+000
1,1,60,-60.00000E+000,-1.58814E-006,1.75285E+000,-24.00000E+000,-126.09600E-009,1.75285E+000
1,1,61,-60.00000E+000,-1.26660E-006,1.76783E+000,-22.00000E+000,138.80400E-009,1.76783E+000
1,1,62,-60.00000E+000,-980.01000E-009,1.78267E+000,-20.00007E+000,183.00200E-009,1.78267E+000
1,1,63,-60.00000E+000,-730.86700E-009,1.82152E+000,-18.00006E+000,114.83900E-009,1.82152E+000
1,1,64,-60.00000E+000,-521.74100E-009,1.84630E+000,-15.99992E+000,170.80300E-009,1.84630E+000
1,1,65,-60.00000E+000,-352.72200E-009,1.86282E+000,-14.00005E+000,189.65900E-009,1.86282E+000
1,1,66,-60.00000E+000,-222.29500E-009,1.87961E+000,-12.00013E+000,64.31300E-009,1.87961E+000
1,1,67,-60.00000E+000,-129.16700E-009,1.89609E+000,-10.00002E+000,-77.13000E-009,1.89609E+000
1,1,68,-60.00000E+000,-92.06100E-009,1.90234E+000,-8.00001E+000,265.90600E-009,1.90234E+000
1,1,69,-60.00000E+000,-49.94000E-009,1.94091E+000,-6.00005E+000,130.64100E-009,1.94091E+000
1,1,70,-60.00000E+000,-49.73500E-009,2.00053E+000,-4.00007E+000,109.12300E-009,2.00053E+000
1,1,71,-60.00000E+000,-67.29080E-009,2.03092E+000,-1.99996E+000,2.40900E-009,2.03092E+000
1,1,72,-60.00000E+000,-78.40300E-009,2.11667E+000,-45.30000E-006,-42.57300E-009,2.11667E+000
1,1,73,-60.00000E+000,-97.10300E-009,2.16620E+000,2.00001E+000,237.04700E-009,2.16620E+000
1,1,74,-60.00000E+000,-123.34400E-009,2.18388E+000,3.99994E+000,292.84400E-009,2.18388E+000
1,1,75,-60.00000E+000,-130.78700E-009,2.22640E+000,6.00004E+000,263.43400E-009,2.22640E+000
1,1,76,-60.00000E+000,-157.99600E-009,2.24112E+000,7.99992E+000,250.76100E-009,2.24112E+000
1,1,77,-60.00000E+000,-199.40500E-009,2.27926E+000,9.99999E+000,193.20000E-009,2.27926E+000
1,1,78,-60.00010E+000,-322.59200E-009,2.29988E+000,11.99998E+000,346.12500E-009,2.29988E+000
1,1,79,-60.00010E+000,-427.31800E-009,2.31691E+000,14.00001E+000,315.23400E-009,2.31691E+000
1,1,80,-60.00000E+000,-308.75800E-009,2.33255E+000,16.00002E+000,177.02400E-009,2.33255E+000
1,1,81,-59.99980E+000,-241.99700E-009,2.34925E+000,17.99991E+000,249.90700E-009,2.34925E+000
